ID,Base_salary,predictions
776,120000,96040.96
777,196000,162212.73
778,110000,127412.54
779,240000,229022.24
780,230000,172174.98
781,145000,133981.72
782,150000,156432.51
783,128000,163004.81
784,165000,152862.73
785,190000,168433.42
786,160000,193108.85
787,205000,177105.67
788,199000,182680.82
789,165000,139267.01
790,166000,127747.16
791,110000,114794.25
792,126000,127747.16
793,139000,151161
794,190000,179468.31
795,2e+05,167091.71
796,120000,136195.9
797,165000,166159.16
798,2e+05,165834.85
799,210000,139338.16
800,147000,158847.15
801,230000,164408.78
802,175000,125386.41
803,185000,120502.19
804,145000,131734.44
805,144000,144720.06
806,147000,169779.76
807,202000,180847.81
808,128000,137326.31
809,117000,125553.17
810,160000,114551.9
811,51000,70070.18
812,120000,124935.62
813,250000,217755.2
814,210000,178648.53
815,150000,157484.35
816,229000,220438.93
817,109000,111711.33
818,165000,153250.9
819,133000,138249.33
820,260000,205321.58
821,155000,148770.97
822,163000,192735.62
823,130000,148293.97
824,127000,118425.99
825,160000,114551.9
826,1e+05,88840.86
827,101000,125553.17
828,150000,157831.53
829,180000,206774.62
830,220000,181712.04
831,145000,133863.52
832,160000,179239.47
833,169000,165945.13
834,2e+05,195465.89
835,112000,127750.41
836,116000,168989.68
837,275000,192560.25
838,147000,166597.93
839,405000,348344.88
840,180000,179080.97
841,109000,111711.33
842,105000,136985.43
843,135000,127596.07
844,174000,180596.14
845,1e+05,125386.41
846,137000,163532.84
847,170000,196769.22
848,165000,162156.71
849,72000,83842.7
850,88000,103705.02
851,160000,148583.56
852,145000,169967.72
853,180000,109233.96
854,63000,102651.01
855,230000,166544.51
856,71000,89769.69
857,136000,153130.52
858,126000,132341.69
859,110000,114551.9
860,11000,63941.78
861,172000,182959.53
862,113000,124935.62
863,177000,205944.8
864,196000,155923.44
865,195000,155150.09
866,150000,127412.54
867,96000,99240.62
868,120000,56871.98
869,130000,124417.42
870,195000,202719.71
871,76000,127292.42
872,155000,157406
873,165000,168627.5
874,165000,141229.53
875,115000,125267.93
876,87000,112018.18
877,220000,165598.22
878,130000,154282.79
879,115000,168444.31
880,25000,35480.37
881,120000,71233.24
882,255000,149741.37
883,1e+05,122203.55
884,108000,102335.44
885,175000,173755.65
886,192000,207850.54
887,30000,84011.41
888,146000,150283.68
889,123000,125553.17
890,180000,199597.12
891,106000,109516.34
892,150000,136408.16
893,145000,162902.52
894,170000,163836.19
895,185000,202977.57
896,108000,114551.9
897,150000,140207.36
898,2e+05,203277.64
899,238000,170492.53
900,160000,156350.84
901,118000,133367.37
902,110000,124935.62
903,165000,180443.57
904,173000,114551.9
905,185000,185958.06
906,135000,138393.72
907,135000,139278.14
908,170000,148879.79
909,135000,127596.07
910,157000,146466.39
911,170000,190442.76
912,140000,155956.32
913,137000,124947.03
914,5e+05,197274
915,140000,146030.04
916,45000,95918.67
917,147000,131782.93
918,2e+05,167949.99
919,110000,139216.98
920,69000,83066.24
921,110000,111711.33
922,195000,188232.88
923,150000,184399.64
924,205000,182718.78
925,121000,152002.74
926,70000,86671.55
927,235000,231242.18
928,185000,189215.5
929,151000,171968.77
930,181000,161649.7
931,85000,96826.48
932,117000,124707.54
933,142000,147695.41
934,139000,149144.86
935,147000,140676.56
936,140000,156350.84
937,18000,51890.06
938,160000,146476.13
939,112000,112584.18
940,1e+05,94250.27
941,145000,164313.73
942,150000,172584.08
943,120000,136950.88
944,2e+05,184377.7
945,112000,119833.82
946,105000,102675.22
947,132000,141742.14
948,235000,210487.37
949,155000,184561.13
950,165000,167993.91
951,137000,134198.94
952,178000,171745.35
953,115000,117292.35
954,55000,80108.95
955,130000,125536.13
956,160000,181356.85
957,205000,191011.69
958,115000,122287.26
959,178000,237752.62
960,127000,130656.46
961,71000,50137.26
962,1e+05,112216.53
963,139000,169391.51
964,160000,153228.41
965,230000,209264.03
966,99000,103623.92
967,98000,149952.16
968,169000,146016.19
969,138000,141031.18
970,175000,141229.53
971,78000,90440.69
972,125000,141742.14
973,155000,188302.07
974,170000,144899.2
975,155000,177966.49
976,102000,125061.03
977,120000,90884.77
978,137000,128644.11
979,143000,146084.73
980,145000,178347.15
981,8000,45357.26
982,110000,132525.29
983,104000,94250.27
984,2e+05,191641.37
985,146000,161353.77
986,20000,52426.82
987,150000,125587.64
988,2e+05,175394.71
989,2e+05,184956.38
990,108000,114551.9
991,120000,107289.77
992,99000,100324.62
993,60000,94152.28
994,142000,164525.5
995,114000,131023.67
996,90000,117151.98
997,80000,85091.72
998,160000,191219.74
999,85000,83557.51
1000,112000,102675.22
1001,123000,123948.92
1002,160000,153689.88
1003,112000,86061.61
1004,120000,123050.95
1005,168000,203059.33
1006,170000,136864.97
1007,190000,168783.81
1008,149000,143155.73
1009,118000,114551.9
1010,70000,129845.96
1011,160000,185958.06
1012,139000,146441.18
1013,145000,145187.61
1014,135000,124935.62
1015,165000,121629.35
1016,80000,82608
1017,220000,194963.48
1018,280000,166159.16
1019,133000,162832.06
1020,88000,133455.46
1021,118000,118015.81
1022,140000,139462.79
1023,145000,149499.03
1024,126000,125445.91
1025,98000,88551.06
1026,65000,81699.09
1027,130000,122203.4
1028,145000,146856.35
1029,118000,130583.56
1030,58000,95943.1
1031,155000,158702.28
1032,125000,153839.33
1033,1e+05,108023.85
1034,150000,118463.55
1035,124000,136676.77
1036,123000,129918.37
1037,135000,139855.05
1038,170000,169696.19
1039,165000,169421.89
1040,160000,155239.66
1041,190000,172070.19
1042,143000,161344.38
1043,108000,119882.22
1044,167000,139673.64
1045,40000,81131.16
1046,145000,127412.54
1047,150000,152924.94
1048,215000,190469.68
1049,2e+05,188490.52
1050,165000,174508.65
1051,175000,192911.07
1052,118000,115806.42
1053,297000,185609.52
1054,121000,118408.55
1055,105000,111582.8
1056,101000,115374.78
1057,115000,124707.54
1058,118000,124935.62
1059,150000,158345.38
1060,150000,155662.27
1061,160000,161075.75
1062,120000,109617.26
1063,110000,118437.08
1064,110000,114932.88
1065,275000,189447.41
1066,135000,148178.8
1067,152000,141009.49
1068,115000,147130.28
1069,120000,140442.14
1070,14000,41804.15
1071,93000,112713.41
1072,130000,132289.18
1073,185000,166011.55
1074,146000,163370.98
1075,87000,91448.03
1076,180000,192211.24
1077,160000,165521.34
1078,2e+05,142123.3
1079,135000,145187.61
1080,165000,167091.71
1081,147000,137359.03
1082,163000,160526.87
1083,220000,201051.07
1084,160000,190242.5
1085,108000,143146.61
1086,103000,134328.73
1087,120000,136291.43
1088,150000,123234.22
1089,90000,96982.88
1090,120000,142109.11
1091,209000,211796.48
1092,170000,189271.2
1093,88000,101887.67
1094,192000,200796.93
1095,250000,175526.18
1096,108000,114551.9
1097,125000,137418.17
1098,2e+05,178271.19
1099,144000,143842.54
1100,147000,144165.7
1101,96000,109512
1102,102000,94250.27
1103,127000,161598.75
1104,112000,64995.17
1105,165000,197350.49
1106,112000,110885.79
1107,155000,149739.04
1108,102000,145886.72
1109,134000,169398.66
1110,138000,116679.45
1111,15000,39190.15
1112,230000,188474.87
1113,234000,203893.24
1114,222000,179988.62
1115,225000,200268.53
1116,148000,154132.23
1117,125000,202332.1
1118,74000,99280.78
1119,213000,174555.29
1120,51000,56362.1
1121,78000,122205.19
1122,1e+05,132928.33
1123,80000,90988.65
1124,195000,138526.33
1125,140000,152275.51
1126,110000,114551.9
1127,140000,147872.37
1128,140000,138216.17
1129,137000,212049.64
1130,143000,139627.55
1131,138000,145788.51
1132,89000,131003.66
1133,145000,160354.51
1134,97000,121749.52
1135,125000,124874.33
1136,152000,179392.41
1137,120000,102115.77
1138,180000,187561.56
1139,125000,120144.01
1140,94000,122682.85
1141,185000,184329.52
1142,110000,102353.79
1143,150000,153914.19
1144,75000,104373.92
1145,180000,168989.68
1146,192000,178014.9
1147,89000,97294.68
1148,175000,181664.11
1149,135000,134743.27
1150,110000,111711.33
1151,138000,133572.03
1152,193000,171476.11
1153,170000,177627.63
1154,175000,168550.39
1155,155000,173723.42
1156,260000,183271.48
1157,160000,165694.24
1158,110000,111711.33
1159,161000,188831.64
1160,105000,106988.4
1161,135000,132303.38
1162,140000,159774.21
1163,42000,54932.87
1164,62000,135472.41
1165,120000,124707.54
1166,189000,157836.78
1167,188000,215128.16
1168,255000,198045.02
1169,176000,155507.95
1170,154000,174542.79
1171,140000,143213.13
1172,150000,162482.53
1173,109000,111717.4
1174,2e+05,186039.87
1175,160000,179889.1
1176,180000,190107.79
1177,160000,178223.51
1178,112000,125386.41
1179,180000,153977.46
1180,165000,157307.65
1181,164000,164602.63
1182,140000,133981.72
1183,74000,101193.04
1184,122000,115754.93
1185,116000,105249.78
1186,165000,139493.03
1187,118000,139913.72
1188,160000,205617.07
1189,143000,149987.67
1190,105000,148580.43
1191,191000,180903.44
1192,140000,157880.67
1193,170000,153371.49
1194,225000,207681.97
1195,120000,113323.39
1196,182000,147023.97
1197,190000,146974.05
1198,160000,172673.84
1199,15000,54611.83
1200,20000,25038.03
1201,110000,109728.14
1202,140000,127412.54
1203,156000,187174.64
1204,185000,170755.92
1205,185000,165834.85
1206,112000,130736.29
1207,178000,174044.48
1208,160000,169451.43
1209,135000,141335.88
1210,115000,94131.94
1211,78000,84173.52
1212,170000,190913.17
1213,110000,130621.9
1214,140000,132265.88
1215,138000,183579.81
1216,1e+05,117557.93
1217,99000,136067.04
1218,156000,151370.86
1219,140000,173184.65
1220,90000,97493.4
1221,250000,179921.74
1222,160000,161277.72
1223,107000,112030.06
1224,120000,134411.21
1225,95000,99280.78
1226,65000,95998.32
1227,115000,81136.89
1228,160000,166340.88
1229,177000,174759.14
1230,89000,84336.82
1231,37000,147742.52
1232,250000,195219.58
1233,114000,101693.49
1234,139000,146786.46
1235,130000,124935.62
1236,129000,127498.83
1237,165000,199106.65
1238,80000,79207.8
1239,130000,138084.42
1240,95000,99280.78
1241,140000,201418.15
1242,177000,169696.19
1243,130000,133214.06
1244,57000,128526.5
1245,2e+05,105512.22
1246,150000,144014.53
1247,166000,174555.63
1248,144000,147695.71
1249,192000,217657.87
1250,32000,74232.48
1251,220000,209360.94
1252,145000,170972.67
1253,165000,181328.41
1254,150000,168504.35
1255,206000,215305.83
1256,140000,119833.82
1257,145000,178593.59
1258,124000,128212.38
1259,135000,132344.66
1260,257000,203654.95
1261,179000,188445.95
1262,147000,142368.55
1263,160000,167537.92
1264,82000,97234.23
1265,199000,180053.79
1266,120000,150032.35
1267,180000,193780.37
1268,155000,137359.03
1269,220000,139653.7
1270,128000,151280.79
1271,160000,201379.73
1272,2e+05,180437.7
1273,230000,203058.37
1274,1e+05,96426.89
1275,55000,101455.32
1276,190000,172673.18
1277,23000,49257.89
1278,140000,83101.51
1279,153000,145292.56
1280,150000,171301.21
1281,147000,138393.72
1282,156000,159316.69
1283,108000,114551.9
1284,160000,181595.41
1285,110000,142523.61
1286,155000,149762.16
1287,128000,140698.6
1288,170000,159690.91
1289,109000,107361.06
1290,175000,172889.81
1291,117000,120127.28
1292,150000,149472.09
1293,152000,163062.29
1294,166000,202922.49
1295,215000,227388.2
1296,145000,195308.42
1297,160000,191807.91
1298,139000,141265.78
1299,316000,220639.44
1300,250000,155903.05
1301,185000,219209.73
1302,160000,126012.26
1303,150000,132063.58
1304,180000,178910.93
1305,199000,168550.39
1306,155000,147130.28
1307,177000,168043.67
1308,2e+05,190216.03
1309,140000,164361.48
1310,121000,87951.77
1311,133000,129645.31
1312,230000,205635.13
1313,125000,134291.68
1314,125000,157498.55
1315,145000,136509.32
1316,95000,90451.56
1317,145000,165521.34
1318,151000,197050.78
1319,70000,84176.19
1320,1e+05,153280.53
1321,194000,152133.5
1322,150000,156385.99
1323,180000,174590.06
1324,167000,148580.43
1325,175000,209495.13
1326,57000,123504.88
1327,113000,127412.54
1328,175000,146724.77
1329,182000,212487.38
1330,1e+05,102308.78
1331,130000,137479.36
1332,47000,67134.25
1333,225000,211701.83
1334,78000,104739.52
1335,160000,163011.11
1336,167000,189193.47
1337,130000,117893.8
1338,130000,141974.19
1339,137000,139653.7
1340,25000,27263.86
1341,125000,127412.54
1342,145000,147496.22
1343,157000,160430.83
1344,175000,154745.5
1345,165000,160649.69
1346,210000,188347.04
1347,193000,198324.26
1348,160000,145187.61
1349,160000,187637.78
1350,88000,110225.02
1351,132000,154640.04
