ID,Base_salary,predictions
118,180000,148337.87
119,170000,177605.45
120,165000,154021.81
121,131000,136507.84
122,130000,126938.03
123,115000,138698.51
124,135000,157587.2
125,116000,128491.88
126,235000,208774.06
127,150000,151645.7
128,111000,116854.62
129,270000,218821.07
130,155000,155764.07
131,156000,151145.48
132,166000,175772.49
133,110000,107665.81
134,105000,130609.85
135,160000,169050.34
136,160000,157322.66
137,180000,114301.26
138,195000,172383.62
139,30000,71917.32
140,160000,183494.16
141,170000,172111.73
142,177000,159413.34
143,148000,139814.71
144,225000,189136.07
145,165000,112919.68
146,139000,137025.91
147,145000,142428.92
148,85000,84403.04
149,124000,120865.68
150,120000,139814.71
151,205000,218821.07
152,165000,158046.07
153,127000,126796
154,185000,167516.2
155,140000,175563.98
156,160000,202378.95
157,170000,148904.29
158,160000,206620.37
159,111000,117367.08
160,130000,177987.39
161,110000,128130.32
162,103000,147582.34
163,2e+05,192559.7
164,105000,116865.71
165,156000,162652.93
166,20000,101128.18
167,125000,139520.48
168,120000,139647.64
169,171000,160384.74
170,192000,162245.74
171,180000,164051.41
172,65000,92128.99
173,155000,149432.38
174,136000,119199.31
175,208000,169774.61
176,168000,189929.84
177,193000,178464.04
178,110000,125773.24
179,113000,124317.72
180,128000,88360.96
181,145000,148633.04
182,230000,170542.53
183,210000,185649.73
184,70000,60255.99
185,165000,181267.04
186,145000,183708.04
187,185000,193548.02
188,135000,126845.84
189,116000,126402.9
190,16000,60769.85
191,120000,128577.49
192,175000,135111.56
193,108000,115467.12
194,140000,135831.22
195,150000,162844.14
196,135000,126796
197,156000,165103.36
198,1e+05,100118.46
199,175000,194141.07
200,120000,114386.48
201,205000,196557.68
202,158000,178045.82
203,115000,128130.32
204,145000,193629.59
205,140000,147214.58
206,120000,132271.61
207,120000,155151
208,108000,116865.71
209,210000,185755.28
210,107000,143306.03
211,155000,183857.97
212,140000,168974.46
213,90000,92009.3
214,180000,200546.58
215,250000,204951.95
216,29000,50676.26
217,2e+05,155764.07
218,115000,160335.67
219,232000,239856.24
220,120000,129523.28
221,109000,124668.48
222,160000,159413.34
223,118000,133149.29
224,160000,156466.85
225,120000,102007.76
226,160000,133750.06
227,153000,163180.8
228,180000,220064.03
229,165000,155777.3
230,240000,203979.53
231,240000,195457.64
232,190000,204375.25
233,213000,192735.55
234,116000,116865.71
235,183000,175927.88
236,227000,185511.2
237,220000,172782.45
238,95000,105514.85
239,168000,181402.9
240,150000,160217.47
241,202000,172659.52
242,160000,176189.14
243,135000,175950.15
244,135000,121758.9
245,20000,53991.92
246,150000,141054.43
247,156000,179234.69
248,275000,205783.92
249,260000,227740.04
250,140000,126197.66
251,154000,199353.2
252,125000,126197.66
253,176000,170085.44
254,2e+05,208490.76
255,132000,117367.08
256,135000,128753.34
257,175000,146592.35
258,2e+05,203467.89
259,145000,159677.27
260,160000,211406.31
261,190000,208748.97
262,148000,159078.83
263,140000,146290.41
264,430000,254196
265,190000,121848.34
266,218000,174164.42
267,130000,139520.48
268,170000,183073.17
269,80000,84350.84
270,180000,162536.91
271,135000,152703.36
272,181000,175067.03
273,130000,125820.51
274,140000,126402.9
275,245000,219477.87
276,140000,193629.59
277,95000,105514.85
278,113000,143233.22
279,136000,145142.94
280,180000,184963.71
281,140000,138640.98
282,163000,156118.73
283,115000,126449.78
284,210000,169341.51
285,160000,162717.58
286,230000,216654.17
287,124000,185859.61
288,138000,140565.6
289,140000,88178.58
290,172000,177987.39
291,164000,173857.28
292,150000,177987.39
293,97000,87200.25
294,178000,176745.3
295,190000,165975.88
296,225000,179435.72
297,180000,188456.49
298,135000,157322.66
299,135000,123393.89
300,176000,149375.66
301,160000,165983.91
302,114000,119085
303,1e+05,113622.76
304,165000,169550.99
305,120000,139434.64
306,160000,159078.83
307,185000,165975.88
308,170000,199557.14
309,153000,167386.07
310,82000,138884.88
311,98000,127050.88
312,165000,189777.96
313,140000,130929.11
314,170000,145960.15
315,150000,137192.42
316,170000,139355.58
317,140000,157322.66
318,149000,157322.66
319,155000,152222.98
320,160000,149432.38
321,170000,177723.92
322,160000,173807.32
323,105000,117367.08
324,2e+05,160917.67
325,190000,152913.94
326,230000,185511.2
327,120000,136478.87
328,140000,137025.91
329,195000,205026.53
330,110000,125773.24
331,167000,168619.32
332,183000,170457.56
333,129000,137333.01
334,460000,307370.18
335,130000,128130.32
336,185000,140247.58
337,160000,156656.59
338,161000,158637.71
339,145000,165975.88
340,116000,103791.52
341,128000,109188.5
342,180000,204752.28
343,108000,114974.05
344,160000,181933.56
345,120000,128130.32
346,90000,55208.9
347,123000,108603.81
348,195000,176189.14
349,221000,201275.36
350,250000,225178.79
351,190000,151716.93
352,108000,159434.44
353,160000,155772.36
354,150000,147035.94
355,129000,156816.02
356,190000,181933.56
357,151000,153086.91
358,194000,166268.58
359,224000,209378.67
360,86000,90334.65
361,59000,66380.99
362,210000,178654.79
363,144000,157915.85
364,190000,182895.65
365,2e+05,189579.79
366,2e+05,189579.79
367,157000,151322.73
368,105000,128577.49
369,155000,167121.43
370,171000,162791.7
371,175000,177535.09
372,175000,170806.53
373,1e+05,91327.43
374,115000,125775.61
375,150000,149087.7
376,150000,173827.46
377,97000,113971.01
378,115000,99384.66
379,143000,147582.34
380,2e+05,189329.89
381,180000,157072.96
382,140000,123389.98
383,155000,139381.44
384,135000,165930.51
385,175000,175080.09
386,110000,105281.54
387,146000,155873.79
388,120000,135365.19
389,182000,153063.85
390,120000,141400.33
391,148000,127877.21
392,1e+05,63315.83
393,105000,135500.79
394,125000,131964.75
395,145000,157903.2
396,20000,45531
397,150000,149432.38
398,119000,142976.59
399,152000,168421.63
400,250000,164766.62
401,110000,140323.45
402,152000,144464.35
403,230000,146716.25
404,120000,125980.66
405,185000,157468.32
406,130000,134137.59
407,180000,194167.09
408,146000,139520.48
409,160000,174164.42
410,174000,180619.45
411,255000,236133.38
412,135000,159879.46
413,10000,61407.69
414,140000,193177.23
415,150000,167516.2
416,140000,139742.31
417,124000,121919.39
418,150000,132563.53
419,160000,171098.19
420,135000,148268.13
421,225000,181402.9
422,90000,99795.51
423,102000,170217.74
424,155000,185404.44
425,107000,133149.29
426,109000,116865.71
427,140000,136723.52
428,165000,153769.99
429,121000,156816.02
430,135000,130842.54
431,79000,111966.01
432,90000,99243.14
433,128000,139520.48
434,125000,121758.9
435,2e+05,192914.9
436,90000,87988.91
437,123000,104041.87
438,146000,137056.59
439,2e+05,175456.53
440,165000,153189.94
441,143000,144217.04
442,150000,159993.28
443,215000,174103.54
444,161000,134881.78
445,121000,147582.34
446,208000,168431.57
447,155000,130929.11
448,175000,156763.18
449,110000,137283.59
450,125000,143766.29
451,141000,139429.45
452,115000,106503.49
453,148000,157623.82
454,157000,164822.5
455,160000,162434.05
456,145000,139429.45
457,120000,117367.08
458,142000,151176.81
459,103000,145691.76
460,145000,141400.33
461,145000,197625.83
462,160000,159059.53
463,1e+05,142662.73
464,157000,153086.91
465,170000,149639.91
466,150000,128099.53
467,127000,179181.87
468,137000,149432.38
469,1e+05,97696.72
470,2e+05,216295.58
471,170000,202358.66
472,154000,165975.88
473,150000,162710.31
474,180000,147582.34
475,124000,153744.09
476,190000,177535.09
477,110000,127161.04
478,225000,204511.51
479,120000,144864.02
480,108000,97946.62
481,203000,218068.83
482,120000,126929.5
483,205000,210231.38
484,160000,148399.98
485,203000,172678.59
486,190000,200980.61
487,140000,149499.93
488,102000,106902.23
489,125000,152693.15
490,160000,156118.73
491,180000,194167.09
492,175000,167121.43
493,123000,148870.64
494,177000,193380.78
495,185000,149375.66
496,190000,153063.85
497,170000,190563.95
498,68000,88191.72
499,160000,147514.41
500,192000,174716.89
501,120000,128130.32
502,95000,127368.67
503,215000,173896.77
504,130000,126197.66
505,112000,93136.85
506,160000,166710.72
507,110000,140426.2
508,127000,129116.42
509,195000,204807.05
510,143000,165551.55
511,150000,190799.94
512,145000,139355.58
513,167000,159078.83
514,131000,140509.72
515,152000,155542.34
516,145000,136507.84
517,230000,212740.31
518,150000,151823.71
519,1e+05,159993.28
520,135000,156816.02
521,120000,128477.08
522,144000,145704.94
523,194000,173991.4
524,120000,140009.38
525,155000,140565.6
526,158000,171039.52
527,2e+05,169074.94
528,145000,144632.34
529,182000,185459.54
530,176000,199439.69
531,110000,109571.25
532,126000,189871.32
533,140000,135365.19
534,151000,143848.63
535,170000,187320.35
536,75000,93055.28
537,125000,150411.2
538,159000,149626.8
539,155000,157968.14
540,122000,153086.91
541,250000,167722.86
542,152000,132417.57
543,145000,165975.88
544,180000,163585.34
545,145000,159662.86
546,140000,163507.33
547,145000,147035.94
548,155000,157623.82
549,132000,149449.06
550,130000,163426.54
551,160000,157903.2
552,123000,135111.56
553,150000,197521.8
554,108000,114974.05
555,107000,108739.63
556,167000,176080.82
557,186000,211697.1
558,92000,141396.46
559,128000,137056.59
560,132000,146368.72
561,183000,171999.73
562,115000,135063.78
563,134000,136507.84
564,220000,211556.59
565,1e+05,80641.92
566,206000,161603.94
567,150000,165405.07
568,168000,161737.11
569,107000,116865.71
570,150000,138270.56
571,117000,127194.37
572,152000,154022.21
573,130000,124349.29
574,158000,205352.3
575,205000,189252.73
576,174000,168974.46
577,147000,152131.77
578,137000,178095.45
579,210000,128692.48
580,170000,157623.82
581,125000,150846.81
582,210000,173711.32
583,92000,146945.14
584,145000,155764.07
585,147000,165823.84
586,205000,178464.04
587,250000,120470.16
588,120000,153769.24
589,180000,185852.96
590,115000,123393.89
591,126000,116865.71
592,168000,159792.51
593,2e+05,194791.45
594,125000,155369.92
595,185000,150838.25
596,220000,165100.67
597,92000,114116.98
598,142000,200554.04
599,106000,129865.25
600,220000,178708.1
601,210000,168164.22
602,140000,132213.34
603,129000,146290.41
604,123000,152421.06
605,150000,133992.11
606,192000,158443.15
607,151000,135023.98
608,150000,176640.04
609,175000,193788.28
610,170000,158786.9
611,145000,186197.72
612,195000,201220.3
613,120000,188102.67
614,215000,152507.82
615,193000,142744.15
616,2e+05,217442.8
617,150000,167121.43
618,123000,169052.6
619,2e+05,177657.81
620,153000,191219.22
621,155000,128130.32
622,94000,91444.26
623,145000,161957.24
624,156000,164523.76
625,250000,194565.7
626,150000,164425.16
627,150000,194544.26
628,198000,212549.18
629,215000,196498.74
630,160000,139355.58
631,152000,147112.07
632,117000,116923.64
633,109000,116854.62
634,121000,128753.34
635,171000,190804.7
636,95000,100192.05
637,120000,88178.58
638,114000,156980.59
639,170000,167315.58
640,101000,104934.92
641,116000,128130.32
642,130000,135365.19
643,130000,128130.32
644,145000,173288.29
645,186000,162652.93
646,170000,139520.48
647,205000,204212.27
648,130000,140813.01
649,124000,138114.51
650,120000,119085
651,170000,204078.54
652,98000,111966.01
653,190000,202234.42
654,126000,131627.99
655,185000,158358.73
656,180000,208050.85
657,60000,88368.76
658,148000,154021.81
659,179000,151823.71
660,120000,121758.9
661,160000,206682.19
662,149000,152979.15
663,80000,63062.11
664,110000,135580.1
665,150000,154022.21
666,148000,174741.37
667,107000,122818.85
668,162000,152492.31
669,155000,188969.39
670,139000,140134.96
671,205000,211406.31
672,190000,191588.88
673,170000,174558.42
674,120000,130918.74
675,129000,116865.71
676,180000,153086.91
677,195000,162434.05
678,175000,140815.5
679,138000,151493.05
680,195000,144353.32
681,164000,155006.49
682,67000,111278.45
683,146000,150494
684,149000,151493.05
685,72000,88699.05
686,145000,174981.91
687,125000,166610.09
688,152000,159124.32
689,153000,162643.65
690,12000,139277.21
691,175000,158730.48
692,150000,149432.38
693,175000,177657.81
694,130000,126197.66
695,160000,186663.27
696,95000,71579.75
697,115000,115227.34
698,495000,377783.97
699,135000,135365.19
700,183000,158819.46
701,117000,162566.52
702,95000,113407.91
703,260000,173808.64
704,220000,211402.83
705,113000,108590.54
706,160000,156421.91
707,118000,121758.9
708,185000,170519.58
709,283000,227512.74
710,90000,98754.34
711,126000,138987.64
712,80000,116314.29
713,2e+05,188456.49
714,60000,74757.49
715,135000,140424.23
716,139000,157632.66
717,220000,194565.7
718,187000,147214.58
719,88000,103967.11
720,1e+05,101700.77
721,153000,144632.34
722,170000,167367.38
723,180000,196911.49
724,160000,151991.05
725,180000,189845.11
726,135000,152131.77
727,140000,135318.97
728,235000,168360.57
729,160000,153769.99
730,140000,145826.93
731,180000,184563.74
732,178000,184748.72
733,120000,80030.39
734,75000,102647.45
735,162000,159011.99
736,112000,126402.9
737,153000,165934.23
738,103000,111129.81
739,115000,114956.55
740,75000,54881.9
741,115000,129609.43
742,192000,189871.32
743,1e+05,160618.18
744,155000,227512.74
745,280000,175563.98
746,92000,148507
747,2e+05,162652.93
748,148000,146205.09
749,150000,121272.93
750,180000,162710.31
751,167000,176047.4
752,120000,134137.59
753,195000,179902.46
754,175000,190204.65
755,176000,140834.75
756,185000,182427.8
757,120000,130842.54
758,1e+05,98104.49
759,140000,152131.77
760,133000,126197.66
761,79000,109109.41
762,128000,137333.01
763,159000,147214.58
764,195000,164999.12
765,170000,93119.72
766,98000,92143.38
767,123000,125773.24
768,180000,154580.48
769,140000,128753.34
770,2e+05,168169.35
771,270000,189315.12
772,187000,128099.53
773,110000,114974.05
774,127000,148399.98
775,185000,169074.94
776,120000,97799.61
777,196000,163426.54
778,110000,128130.32
779,240000,218821.07
780,230000,178654.79
781,145000,140565.6
782,150000,165975.88
783,128000,164217.57
784,165000,147397.26
785,190000,167576.45
786,160000,202378.95
787,205000,171098.19
788,199000,191575.36
789,165000,121061.89
790,166000,126796
791,110000,117098.65
792,126000,126796
793,139000,148044.26
794,190000,176720.06
795,2e+05,162434.05
796,120000,133992.11
797,165000,175518.73
798,2e+05,162652.93
799,210000,143058.51
800,147000,160853.26
801,230000,172971.74
802,175000,125295.56
803,185000,119690.93
804,145000,129370.94
805,144000,156570.45
806,147000,182974.86
807,202000,171174.69
808,128000,136379.13
809,117000,123389.98
810,160000,116865.71
811,51000,67109.56
812,120000,126197.66
813,250000,209129.41
814,210000,175950.15
815,150000,154022.21
816,229000,212621.76
817,109000,114974.05
818,165000,150003.82
819,133000,138210.12
820,260000,206613.45
821,155000,145226.47
822,163000,191941.95
823,130000,155750.26
824,127000,120740.22
825,160000,116865.71
826,1e+05,87805.42
827,101000,123389.98
828,150000,162808.2
829,180000,194017.19
830,220000,201869.39
831,145000,127161.04
832,160000,179030.07
833,169000,159993.28
834,2e+05,194915.43
835,112000,132377.2
836,116000,162643.65
837,275000,187847.73
838,147000,176613.93
839,405000,324116.01
840,180000,176047.4
841,109000,114974.05
842,105000,136723.52
843,135000,128692.48
844,174000,181555.04
845,1e+05,125295.56
846,137000,159598.85
847,170000,202053.85
848,165000,161339.24
849,72000,77936.46
850,88000,104934.92
851,160000,153063.85
852,145000,197841.25
853,180000,98267.19
854,63000,115134.27
855,230000,164694.16
856,71000,90749.46
857,136000,151831.7
858,126000,132563.53
859,110000,116865.71
860,11000,61071.94
861,172000,189423.28
862,113000,126197.66
863,177000,197962.58
864,196000,167697.33
865,195000,154134.82
866,150000,128130.32
867,96000,103081.28
868,120000,64636.72
869,130000,128848.44
870,195000,195425.67
871,76000,134593.84
872,155000,155269.19
873,165000,176448.41
874,165000,140565.6
875,115000,123393.89
876,87000,113751.9
877,220000,170448.09
878,130000,154388.68
879,115000,171209.04
880,25000,46919.53
881,120000,78364.9
882,255000,149432.38
883,1e+05,113192.02
884,108000,109109.41
885,175000,176640.04
886,192000,203421.75
887,30000,72010.86
888,146000,150293.67
889,123000,123389.98
890,180000,200860.33
891,106000,105143.67
892,150000,135580.1
893,145000,164628.38
894,170000,155764.07
895,185000,177907.51
896,108000,116865.71
897,150000,141400.33
898,2e+05,215404.93
899,238000,167315.58
900,160000,159413.34
901,118000,134137.59
902,110000,126197.66
903,165000,178130.63
904,173000,116865.71
905,185000,189298.69
906,135000,136507.84
907,135000,138698.51
908,170000,164748.74
909,135000,128692.48
910,157000,142589.7
911,170000,190563.95
912,140000,160427.51
913,137000,121064.44
914,5e+05,193708.75
915,140000,146031.88
916,45000,99590
917,147000,144957.24
918,2e+05,163507.33
919,110000,148207.9
920,69000,83995.95
921,110000,114974.05
922,195000,177091.06
923,150000,184857.45
924,205000,184368.26
925,121000,137967.03
926,70000,85414.07
927,235000,212740.31
928,185000,192247.07
929,151000,150550.48
930,181000,139945.34
931,85000,99164.34
932,117000,126402.9
933,142000,143848.63
934,139000,148268.13
935,147000,151831.7
936,140000,159413.34
937,18000,61260.71
938,160000,147947.41
939,112000,116256.81
940,1e+05,99164.34
941,145000,161042.4
942,150000,170513.88
943,120000,148160.75
944,2e+05,179435.72
945,112000,121758.9
946,105000,106503.49
947,132000,140834.75
948,235000,206580.01
949,155000,188629.45
950,165000,170862.33
951,137000,135318.97
952,178000,165892.33
953,115000,121758.9
954,55000,87898.39
955,130000,126845.84
956,160000,185179.14
957,205000,187009.36
958,115000,127161.04
959,178000,212449.35
960,127000,126914.8
961,71000,57308.4
962,1e+05,121367.82
963,139000,168138.57
964,160000,158796.4
965,230000,204951.95
966,99000,102647.45
967,98000,142228.88
968,169000,146974.84
969,138000,142658.57
970,175000,140565.6
971,78000,90217.08
972,125000,140834.75
973,155000,198400.28
974,170000,142880.47
975,155000,171990.82
976,102000,136659.18
977,120000,98270.85
978,137000,138669.09
979,143000,145374.46
980,145000,172954.07
981,8000,50517.28
982,110000,127050.88
983,104000,99164.34
984,2e+05,171039.52
985,146000,163373.92
986,20000,60376.26
987,150000,122305.86
988,2e+05,171060.23
989,2e+05,179677.51
990,108000,116865.71
991,120000,111833.46
992,99000,101213.33
993,60000,94735.79
994,142000,147714.22
995,114000,138239.02
996,90000,112874.79
997,80000,90816.58
998,160000,179199.91
999,85000,86913.28
1000,112000,106503.49
1001,123000,125773.24
1002,160000,153086.91
1003,112000,92407.11
1004,120000,129523.28
1005,168000,202695.98
1006,170000,138131.21
1007,190000,163222.82
1008,149000,145142.94
1009,118000,116865.71
1010,70000,108769.56
1011,160000,189298.69
1012,139000,146716.25
1013,145000,142976.59
1014,135000,126197.66
1015,165000,117873.3
1016,80000,90453.36
1017,220000,210121.93
1018,280000,175518.73
1019,133000,160684.94
1020,88000,132024.2
1021,118000,114974.05
1022,140000,139665.99
1023,145000,154900.36
1024,126000,117367.08
1025,98000,94286.65
1026,65000,80641.92
1027,130000,127555.37
1028,145000,145226.47
1029,118000,128087.28
1030,58000,91327.43
1031,155000,164503.95
1032,125000,154022.21
1033,1e+05,113946.12
1034,150000,124470.32
1035,124000,132271.61
1036,123000,127386.47
1037,135000,150790.57
1038,170000,171039.52
1039,165000,172774.39
1040,160000,162887.5
1041,190000,170448.09
1042,143000,174558.42
1043,108000,117367.08
1044,167000,132548.01
1045,40000,83059.8
1046,145000,128130.32
1047,150000,155982.06
1048,215000,192228.77
1049,2e+05,185459.54
1050,165000,165975.88
1051,175000,194167.09
1052,118000,115227.34
1053,297000,186972.91
1054,121000,117367.08
1055,105000,106521.1
1056,101000,116127.08
1057,115000,126402.9
1058,118000,126197.66
1059,150000,152972.17
1060,150000,152507.82
1061,160000,163724.09
1062,120000,106192.55
1063,110000,128771.87
1064,110000,113706.89
1065,275000,167367.84
1066,135000,145055.1
1067,152000,143353.28
1068,115000,144632.34
1069,120000,140049.54
1070,14000,58035.51
1071,93000,110411.86
1072,130000,129609.43
1073,185000,172834.37
1074,146000,159124.32
1075,87000,94992.65
1076,180000,195491.24
1077,160000,157711.78
1078,2e+05,137586.97
1079,135000,142976.59
1080,165000,162434.05
1081,147000,140424.23
1082,163000,156118.73
1083,220000,186097.22
1084,160000,184318.8
1085,108000,136242.81
1086,103000,134138.61
1087,120000,125015.96
1088,150000,124111.53
1089,90000,107389.98
1090,120000,142976.59
1091,209000,208490.76
1092,170000,193044.52
1093,88000,101942.11
1094,192000,207424.16
1095,250000,181395.48
1096,108000,116865.71
1097,125000,140834.75
1098,2e+05,177535.09
1099,144000,145142.94
1100,147000,140815.5
1101,96000,119712.49
1102,102000,99164.34
1103,127000,151302.53
1104,112000,68558.71
1105,165000,205952.82
1106,112000,106376.08
1107,155000,156751.57
1108,102000,142698.05
1109,134000,165584.87
1110,138000,124123.22
1111,15000,50768.2
1112,230000,169025.47
1113,234000,202234.42
1114,222000,170659.53
1115,225000,202378.95
1116,148000,160648.94
1117,125000,213310.32
1118,74000,99575.04
1119,213000,175471.81
1120,51000,64868.95
1121,78000,115917.79
1122,1e+05,139043.9
1123,80000,94635.52
1124,195000,135580.1
1125,140000,153170.29
1126,110000,116865.71
1127,140000,147689.13
1128,140000,138877.64
1129,137000,216211.7
1130,143000,135365.19
1131,138000,142976.59
1132,89000,135181.24
1133,145000,153532.94
1134,97000,120731.71
1135,125000,121758.9
1136,152000,180330.16
1137,120000,114798.18
1138,180000,185492.58
1139,125000,126197.66
1140,94000,121203.57
1141,185000,175569.94
1142,110000,103759.54
1143,150000,144496.26
1144,75000,100269.03
1145,180000,162643.65
1146,192000,175708.55
1147,89000,98705.75
1148,175000,181267.04
1149,135000,144452.63
1150,110000,114974.05
1151,138000,126197.66
1152,193000,172304.7
1153,170000,178472.06
1154,175000,170542.53
1155,155000,167722.86
1156,260000,176387.05
1157,160000,170542.53
1158,110000,114974.05
1159,161000,191720.45
1160,105000,106127.96
1161,135000,130842.54
1162,140000,156763.18
1163,42000,63681.05
1164,62000,133848.12
1165,120000,126402.9
1166,189000,159719.85
1167,188000,219029.9
1168,255000,203502.43
1169,176000,152321.82
1170,154000,163054.68
1171,140000,149972.14
1172,150000,163309.48
1173,109000,114974.05
1174,2e+05,187009.36
1175,160000,168411.34
1176,180000,190068.59
1177,160000,192935.49
1178,112000,125295.56
1179,180000,149548.07
1180,165000,150987.76
1181,164000,158947.76
1182,140000,140565.6
1183,74000,92718.06
1184,122000,116854.62
1185,116000,105263.41
1186,165000,137024.11
1187,118000,150550.48
1188,160000,187460.18
1189,143000,158914.45
1190,105000,147514.41
1191,191000,181933.56
1192,140000,157322.66
1193,170000,154900.36
1194,225000,211556.59
1195,120000,107665.81
1196,182000,149986.57
1197,190000,147035.94
1198,160000,174161.87
1199,15000,48799.89
1200,20000,37620.79
1201,110000,108819.2
1202,140000,128130.32
1203,156000,186113.26
1204,185000,157111.25
1205,185000,162652.93
1206,112000,130842.54
1207,178000,174432.97
1208,160000,168302.3
1209,135000,142426.54
1210,115000,94498.94
1211,78000,84383.9
1212,170000,183930.32
1213,110000,128577.49
1214,140000,126845.84
1215,138000,180634.04
1216,1e+05,119724.47
1217,99000,140419.68
1218,156000,149482.63
1219,140000,170746.95
1220,90000,95672.78
1221,250000,176992.93
1222,160000,153170.29
1223,107000,115467.12
1224,120000,129060.76
1225,95000,99575.04
1226,65000,83226.76
1227,115000,80557.8
1228,160000,156940.83
1229,177000,181294.98
1230,89000,68558.71
1231,37000,149670.26
1232,250000,189929.84
1233,114000,99974.28
1234,139000,160796.55
1235,130000,126197.66
1236,129000,128577.49
1237,165000,198419.09
1238,80000,87122.26
1239,130000,132724.85
1240,95000,99575.04
1241,140000,192096.97
1242,177000,171039.52
1243,130000,130873.77
1244,57000,111629.37
1245,2e+05,105013.12
1246,150000,143889.23
1247,166000,166032.29
1248,144000,150008.69
1249,192000,212740.31
1250,32000,86496.19
1251,220000,201411.21
1252,145000,168520.69
1253,165000,194167.09
1254,150000,167916.72
1255,206000,207677.77
1256,140000,121758.9
1257,145000,175392.21
1258,124000,126537.72
1259,135000,136393.25
1260,257000,208490.76
1261,179000,188969.39
1262,147000,135111.56
1263,160000,170806.53
1264,82000,89714.9
1265,199000,183457.67
1266,120000,137586.97
1267,180000,189845.11
1268,155000,140424.23
1269,220000,133186.51
1270,128000,148399.98
1271,160000,201067.02
1272,2e+05,189504.89
1273,230000,207045.67
1274,1e+05,105747.56
1275,55000,89000.06
1276,190000,154871.62
1277,23000,52924.43
1278,140000,71933.62
1279,153000,135365.19
1280,150000,164928.67
1281,147000,136507.84
1282,156000,153189.94
1283,108000,116865.71
1284,160000,170227.58
1285,110000,137333.01
1286,155000,158010.74
1287,128000,139520.48
1288,170000,154725.13
1289,109000,103791.52
1290,175000,162869.11
1291,117000,122706.76
1292,150000,148082.96
1293,152000,159913.74
1294,166000,190260.93
1295,215000,233598.48
1296,145000,196223.38
1297,160000,173578.69
1298,139000,146614.03
1299,316000,226611.07
1300,250000,164694.16
1301,185000,212189.23
1302,160000,110458.3
1303,150000,131278.73
1304,180000,170018.41
1305,199000,170542.53
1306,155000,144632.34
1307,177000,177789.96
1308,2e+05,185306.79
1309,140000,159078.83
1310,121000,85538.85
1311,133000,124595.9
1312,230000,186088.64
1313,125000,133739.3
1314,125000,158122.81
1315,145000,137763.23
1316,95000,93285.5
1317,145000,157711.78
1318,151000,170399.44
1319,70000,75816.78
1320,1e+05,152455.54
1321,194000,156406.29
1322,150000,149087.7
1323,180000,171709.2
1324,167000,147514.41
1325,175000,196116.63
1326,57000,112326.02
1327,113000,128130.32
1328,175000,157903.2
1329,182000,181933.56
1330,1e+05,94089.35
1331,130000,133149.29
1332,47000,86140.98
1333,225000,214013.66
1334,78000,100554.25
1335,160000,166169.39
1336,167000,193629.59
1337,130000,122967.49
1338,130000,143818.35
1339,137000,133186.51
1340,25000,37174.94
1341,125000,128130.32
1342,145000,146031.88
1343,157000,160618.18
1344,175000,154021.81
1345,165000,164582.74
1346,210000,185974.44
1347,193000,185732.54
1348,160000,142976.59
1349,160000,187992.98
1350,88000,112346.79
1351,132000,171098.19
1352,210000,181683.64
1353,214000,235166.65
